x_squared,xy,y_squared,x_plus_y,x_plus_2y
46.94,30.28,19.54,11.27,15.69
81.38,53.28,34.89,14.93,20.83
59.02,53.42,48.36,14.64,21.59
96.47,24.09,6.01,12.27,14.73
16.75,32.67,63.71,12.07,20.06
0.43,1.2,3.37,2.49,4.33
0.19,2.37,29.02,5.83,11.21
3.24,7.75,18.5,6.1,10.4
6.59,19.03,54.91,9.98,17.39
1.63,4.96,15.12,5.16,9.05
5.64,4.78,4.05,4.39,6.4
21.96,7.72,2.71,6.33,7.98
29.54,16.48,9.2,8.47,11.5
75.55,59.81,47.35,15.57,22.45
33.92,24.35,17.48,10.0,14.19
3.64,6.71,12.38,5.43,8.95
95.86,86.68,78.38,18.64,27.5
81.35,84.57,87.92,18.4,27.77
19.18,7.23,2.72,6.03,7.68
76.1,50.73,33.82,14.54,20.35
28.19,3.39,0.41,5.95,6.59
98.03,28.22,8.12,12.75,15.6
22.15,38.44,66.71,12.87,21.04
11.08,11.44,11.81,6.76,10.2
17.18,34.76,70.31,12.53,20.92
10.67,23.6,52.2,10.49,17.72
3.49,16.63,79.28,10.77,19.68
31.36,4.08,0.53,6.33,7.06
8.3,21.73,56.9,10.42,17.97
5.97,13.57,30.85,8.0,13.55
2.05,0.94,0.43,2.09,2.74
23.72,15.49,10.12,8.05,11.23
3.25,11.73,42.29,8.31,14.81
7.98,15.59,30.49,8.35,13.87
99.06,11.2,1.27,11.08,12.2
82.35,45.41,25.04,14.08,19.08
20.09,2.1,0.22,4.95,5.42
64.93,38.03,22.27,12.78,17.5
8.39,16.72,33.29,8.67,14.44
29.29,51.58,90.83,14.94,24.47
79.68,67.78,57.66,16.52,24.11
5.43,15.23,42.74,8.87,15.4
19.68,38.59,75.65,13.13,21.83
12.3,32.52,85.98,12.78,22.05
29.14,31.38,33.79,11.21,17.02
60.64,70.19,81.25,16.8,25.82
30.3,19.0,11.91,8.96,12.41
57.68,69.62,84.03,16.76,25.93
90.3,19.73,4.31,11.58,13.66
0.63,6.22,61.16,8.62,16.44
58.63,73.89,93.12,17.31,26.96
31.27,50.13,80.37,14.56,23.52
11.86,28.58,68.92,11.74,20.05
26.61,25.77,24.96,10.15,15.15
43.68,54.38,67.7,14.84,23.07
0.25,3.53,49.38,7.53,14.56
5.79,20.29,71.11,10.84,19.27
0.23,1.17,5.91,2.91,5.34
74.68,26.24,9.22,11.68,14.71
79.37,85.25,91.57,18.48,28.05
15.29,27.44,49.23,10.93,17.94
19.82,37.58,71.24,12.89,21.33
48.27,42.11,36.73,13.01,19.07
79.74,36.86,17.04,13.06,17.18
84.37,78.37,72.8,17.72,26.25
55.48,28.77,14.92,11.31,15.17
7.39,14.79,29.6,8.16,13.6
33.44,56.43,95.22,15.54,25.3
72.06,44.07,26.95,13.68,18.87
42.2,49.34,57.69,14.09,21.69
18.4,13.94,10.57,7.54,10.79
0.36,4.09,46.12,7.39,14.18
10.6,30.45,87.42,12.61,21.96
2.87,2.04,1.45,2.9,4.1
30.14,42.89,61.01,13.3,21.11
34.43,43.7,55.46,13.31,20.76
47.96,8.52,1.51,8.16,9.39
36.04,42.26,49.56,13.04,20.08
1.01,3.25,10.45,4.24,7.47
84.57,81.62,78.78,18.07,26.95
5.18,12.47,30.01,7.75,13.23
74.22,33.13,14.79,12.46,16.31
69.14,24.33,8.56,11.24,14.17
4.69,11.9,30.17,7.66,13.15
3.23,15.23,71.95,10.28,18.76
26.48,3.79,0.54,5.88,6.62
6.19,23.85,91.88,12.07,21.66
2.94,16.74,95.2,11.47,21.23
66.28,80.96,98.88,18.09,28.03
38.87,53.14,72.64,14.76,23.28
4.0,10.64,28.33,7.32,12.64
1.85,8.92,42.94,7.91,14.47
34.81,33.81,32.84,11.63,17.36
21.32,5.36,1.35,5.78,6.94
0.93,3.39,12.43,4.49,8.01
74.86,41.25,22.73,13.42,18.19
91.75,30.91,10.42,12.81,16.03
33.44,44.45,59.09,13.47,21.16
45.14,53.14,62.56,14.63,22.54
32.47,44.19,60.14,13.45,21.21
13.46,24.74,45.47,10.41,17.16
82.14,49.95,30.37,14.57,20.08
43.83,24.08,13.23,10.26,13.9
1.42,1.72,2.07,2.63,4.07
18.28,31.81,55.37,11.72,19.16
56.67,4.36,0.34,8.11,8.69
0.01,0.36,12.8,3.68,7.25
21.74,38.05,66.6,12.82,20.98
11.47,9.05,7.14,6.06,8.73
39.81,36.12,32.77,12.03,17.76
78.71,77.51,76.33,17.61,26.35
2.67,15.67,91.84,11.22,20.8
2.84,14.88,77.9,10.51,19.34
58.51,76.48,99.95,17.65,27.64
25.94,43.18,71.87,13.57,22.05
81.33,63.8,50.05,16.09,23.17
68.69,7.55,0.83,9.2,10.11
9.43,20.2,43.26,9.65,16.22
7.74,9.17,10.86,6.08,9.37
15.54,3.96,1.01,4.95,5.95
0.68,2.96,12.9,4.42,8.01
29.11,3.59,0.44,6.06,6.72
60.67,72.43,86.48,17.09,26.39
7.7,17.95,41.85,9.24,15.71
38.54,46.07,55.06,13.63,21.05
63.35,30.04,14.24,11.73,15.51
4.0,2.57,1.65,3.28,4.57
70.82,82.9,97.03,18.27,28.12
46.04,25.01,13.59,10.47,14.16
0.58,2.49,10.63,4.02,7.28
10.48,8.85,7.48,5.97,8.71
63.73,45.04,31.83,13.63,19.27
49.82,35.87,25.83,12.14,17.22
81.93,9.36,1.07,10.09,11.12
50.02,69.3,96.02,16.87,26.67
7.38,2.57,0.9,3.66,4.61
57.39,60.12,62.98,15.51,23.45
30.8,0.41,0.01,5.62,5.7
18.97,3.92,0.81,5.26,6.16
19.34,27.72,39.74,10.7,17.01
0.85,1.17,1.62,2.19,3.46
97.26,53.14,29.03,15.25,20.64
19.39,38.03,74.62,13.04,21.68
1.14,2.54,5.66,3.45,5.83
29.01,39.18,52.92,12.66,19.93
31.86,1.92,0.12,5.98,6.32
78.13,43.83,24.59,13.8,18.76
28.8,13.82,6.63,7.94,10.52
62.04,14.88,3.57,9.77,11.66
12.78,5.92,2.74,5.23,6.89
27.94,41.28,60.97,13.09,20.9
0.09,2.47,70.9,8.71,17.13
87.32,8.96,0.92,10.3,11.26
45.23,14.59,4.71,8.9,11.07
0.02,0.44,12.02,3.59,7.06
34.44,25.91,19.49,10.28,14.7
45.44,57.95,73.9,15.34,23.93
20.31,26.41,34.34,10.37,16.23
0.47,0.51,0.57,1.44,2.19
0.78,0.62,0.49,1.58,2.28
63.43,3.96,0.25,8.46,8.96
39.35,25.45,16.46,10.33,14.39
57.32,58.5,59.71,15.3,23.03
62.8,65.21,67.72,16.15,24.38
31.04,12.98,5.43,7.9,10.23
48.01,16.04,5.36,9.24,11.56
58.19,48.36,40.19,13.97,20.31
85.9,51.96,31.43,14.88,20.48
94.94,86.08,78.06,18.58,27.41
17.62,17.8,17.98,8.44,12.68
77.34,21.44,5.95,11.23,13.67
27.33,9.0,2.96,6.95,8.67
1.18,7.79,51.33,8.25,15.42
54.92,0.11,0.0,7.43,7.44
60.47,74.95,92.9,17.41,27.05
0.87,3.29,12.34,4.45,7.96
2.0,1.82,1.65,2.7,3.99
85.71,4.25,0.21,9.72,10.18
8.39,7.1,6.0,5.35,7.8
0.46,6.41,89.37,10.13,19.58
60.76,44.57,32.7,13.51,19.23
10.75,11.81,12.97,6.88,10.48
0.11,3.24,96.0,10.13,19.93
99.07,2.45,0.06,10.2,10.45
50.2,59.92,71.52,15.54,24.0
0.23,3.05,39.8,6.79,13.1
0.44,1.45,4.82,2.86,5.05
1.23,7.53,46.02,7.89,14.68
77.71,9.74,1.22,9.92,11.02
51.98,54.83,57.84,14.81,22.42
81.54,80.6,79.67,17.96,26.88
25.54,5.85,1.34,6.21,7.37
3.05,11.43,42.89,8.29,14.84
1.78,9.32,48.85,8.32,15.31
56.1,40.59,29.37,12.91,18.33
23.44,43.65,81.3,13.86,22.87
1.1,1.07,1.03,2.06,3.08
5.63,17.98,57.4,9.95,17.53
90.32,87.21,84.21,18.68,27.86
1.63,7.41,33.72,7.08,12.89
4.41,10.73,26.11,7.21,12.32
16.87,32.26,61.7,11.96,19.82
15.58,30.59,60.08,11.7,19.45
3.68,2.24,1.36,3.08,4.25
89.95,80.58,72.18,17.98,26.48
98.68,93.66,88.9,19.36,28.79
30.88,1.65,0.09,5.85,6.15
75.39,53.66,38.2,14.86,21.04
0.03,1.28,47.91,7.11,14.03
0.13,3.54,95.54,10.14,19.91
6.85,7.77,8.81,5.59,8.55
50.98,35.57,24.82,12.12,17.1
85.75,25.94,7.85,12.06,14.86
17.99,27.71,42.68,10.77,17.31
12.64,28.38,63.68,11.54,19.52
50.49,6.34,0.8,8.0,8.89
4.39,12.6,36.18,8.11,14.12
9.75,14.35,21.14,7.72,12.32
5.35,12.69,30.08,7.8,13.28
80.52,83.06,85.68,18.23,27.49
38.25,23.41,14.33,9.97,13.76
2.54,3.96,6.18,4.08,6.56
6.43,2.07,0.66,3.35,4.17
33.09,57.0,98.2,15.66,25.57
52.96,5.63,0.6,8.05,8.83
16.06,3.71,0.86,4.93,5.86
65.89,79.63,96.24,17.93,27.74
1.15,9.66,81.05,10.08,19.08
0.03,0.81,19.86,4.64,9.09
20.49,42.3,87.32,13.87,23.22
40.07,24.89,15.46,10.26,14.19
0.3,5.17,90.35,10.05,19.55
20.23,0.92,0.04,4.7,4.91
40.73,59.17,85.96,15.65,24.93
29.29,33.11,37.43,11.53,17.65
45.9,39.93,34.74,12.67,18.56
99.17,0.58,0.0,10.02,10.07
48.53,52.43,56.64,14.49,22.02
40.16,61.46,94.04,16.03,25.73
5.42,14.7,39.87,8.64,14.96
1.02,1.26,1.56,2.26,3.51
95.02,50.67,27.02,14.95,20.14
1.33,5.77,25.01,6.15,11.15
47.6,61.57,79.65,15.82,24.75
17.99,23.39,30.39,9.75,15.27
11.53,28.23,69.17,11.71,20.03
38.27,39.44,40.65,12.56,18.94
89.76,54.65,33.27,15.24,21.01
56.02,13.91,3.45,9.34,11.2
73.09,51.23,35.91,14.54,20.53
27.48,35.22,45.15,11.96,18.68
34.29,3.32,0.32,6.42,6.99
0.01,0.75,42.91,6.66,13.22
8.38,13.41,21.46,7.53,12.16
2.1,3.82,6.97,4.09,6.73
63.25,29.97,14.2,11.72,15.49
38.15,4.94,0.64,6.98,7.78
22.92,9.41,3.86,6.75,8.72
37.06,12.3,4.08,8.11,10.13
79.45,73.77,68.5,17.19,25.47
89.22,31.51,11.13,12.78,16.12
16.0,12.62,9.95,7.15,10.31
15.41,34.53,77.37,12.72,21.52
95.67,32.58,11.09,13.11,16.44
59.21,56.41,53.73,15.03,22.36
15.7,3.55,0.8,4.86,5.75
71.58,17.87,4.46,10.57,12.69
9.97,0.35,0.01,3.27,3.38
3.68,18.53,93.23,11.58,21.23
96.45,96.11,95.76,19.61,29.39
0.16,0.74,3.46,2.26,4.12
0.12,0.18,0.27,0.86,1.38
0.35,4.74,64.99,8.65,16.71
0.17,3.76,83.42,9.55,18.68
7.68,2.16,0.61,3.55,4.33
84.58,4.76,0.27,9.71,10.23
64.65,8.43,1.1,9.09,10.14
87.53,4.97,0.28,9.89,10.42
63.73,64.79,65.87,16.1,24.22
65.36,9.79,1.47,9.3,10.51
36.15,6.63,1.22,7.12,8.22
1.77,6.97,27.46,6.57,11.81
0.53,3.81,27.67,5.99,11.25
80.88,70.18,60.9,16.8,24.6
8.76,4.69,2.51,4.54,6.13
41.87,47.0,52.76,13.73,21.0
39.15,49.49,62.56,14.17,22.08
24.09,18.28,13.87,8.63,12.36
8.55,18.51,40.09,9.25,15.59
55.5,62.18,69.66,15.8,24.14
12.82,25.88,52.27,10.81,18.04
0.32,1.88,11.01,3.89,7.2
27.17,4.16,0.64,6.01,6.81
86.6,76.92,68.31,17.57,25.84
17.51,13.09,9.78,7.31,10.44
0.03,1.41,60.56,7.96,15.75
32.01,48.97,74.91,14.31,22.97
17.38,36.81,77.93,13.0,21.83
61.23,77.67,98.54,17.75,27.68
4.61,9.78,20.74,6.7,11.26
8.31,8.74,9.19,5.91,8.95
38.4,23.61,14.52,10.01,13.82
17.64,5.62,1.79,5.54,6.88
